post_id,user_post,processed_post,topic,cluster,cluster_label,sentiment_scores,neg,neu,pos,compound,positive_membership,negative_membership,neutral_membership
101,CyclingCory: More bike repair stations would be helpful for cyclists using the trails.,bike repair station would helpful cyclist using trail,1,1,1,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.4215}",0.0,0.811,0.189,0.4215,0.189,0.0,0.811
102,FitnessFiona: The group fitness classes are well-organized and motivate me to stay active.,group fitness class wellorganized motivate stay active,2,3,3,"{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.7506}",0.0,0.575,0.425,0.7506,0.425,0.0,0.575
103,PetPamela: More water stations for dogs would be appreciated. Keeps our pets hydrated during walks.,water station dog would appreciated keep pet hydrated walk,1,1,1,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.5106}",0.0,0.809,0.191,0.5106,0.191,0.0,0.809
104,StudentSteve: The study areas with benches and tables are perfect for outdoor studying sessions.,study area bench table perfect outdoor studying session,2,2,2,"{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.5719}",0.0,0.778,0.222,0.5719,0.222,0.0,0.778
105,FamilyFaith: The park's inclusive playground ensures all children can play together safely.,park inclusive playground ensures child play together safely,2,3,3,"{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.6808}",0.0,0.641,0.359,0.6808,0.359,0.0,0.641
106,NatureNate: The butterfly garden is a beautiful addition. Great for nature enthusiasts.,butterfly garden beautiful addition great nature enthusiast,1,3,3,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.886}",0.0,0.435,0.565,0.886,0.565,0.0,0.435
107,RunnerRachel: The designated running paths are smooth and well-marked. Makes training easier.,designated running path smooth wellmarked make training easier,0,1,1,"{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.4215}",0.0,0.797,0.203,0.4215,0.203,0.0,0.797
108,ArtAlly: The art workshops offered in the park inspire creativity among participants.,art workshop offered park inspire creativity among participant,4,0,0,"{'neg': 0.0, 'neu': 0.613, 'pos': 0.387, 'compound': 0.743}",0.0,0.613,0.387,0.743,0.387,0.0,0.613
109,TechieTara: Integrating augmented reality features in the park could enhance visitor experiences.,integrating augmented reality feature park could enhance visitor experience,1,0,0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,0.0,0.0,1.0
110,PeacefulPete: The quiet zones are perfect for reading and reflecting without distractions.,quiet zone perfect reading reflecting without distraction,3,3,3,"{'neg': 0.0, 'neu': 0.648, 'pos': 0.352, 'compound': 0.6641}",0.0,0.648,0.352,0.6641,0.352,0.0,0.648
111,CommunityCindy: The park's outreach programs help engage underrepresented communities effectively.,park outreach program help engage underrepresented community effectively,2,1,1,"{'neg': 0.0, 'neu': 0.373, 'pos': 0.627, 'compound': 0.8442}",0.0,0.373,0.627,0.8442,0.627,0.0,0.373
112,MusicMax: More diverse music genres at events would attract a broader audience.,diverse music genre event would attract broader audience,2,3,3,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.3612}",0.0,0.8,0.2,0.3612,0.2,0.0,0.8
113,SportsSam: The new soccer fields are well-maintained and great for local teams.,new soccer field wellmaintained great local team,0,3,3,"{'neg': 0.0, 'neu': 0.728, 'pos': 0.272, 'compound': 0.6249}",0.0,0.728,0.272,0.6249,0.272,0.0,0.728
114,GreenGina: The composting bins are a fantastic eco-friendly initiative. Reduces waste effectively.,composting bin fantastic ecofriendly initiative reduces waste effectively,4,1,1,"{'neg': 0.162, 'neu': 0.462, 'pos': 0.376, 'compound': 0.5719}",0.162,0.462,0.376,0.5719,0.376,0.162,0.462
115,FamilyFelicia: The stroller-friendly paths make it easy to navigate the park with little ones.,strollerfriendly path make easy navigate park little one,1,0,0,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.4404}",0.0,0.818,0.182,0.4404,0.182,0.0,0.818
116,AdventureAmy: The obstacle courses add an exciting challenge for kids and adults alike.,obstacle course add exciting challenge kid adult alike,0,2,2,"{'neg': 0.147, 'neu': 0.588, 'pos': 0.265, 'compound': 0.25}",0.147,0.588,0.265,0.25,0.265,0.147,0.588
117,TechTom: Looking forward to interactive digital maps being available for easier navigation.,looking forward interactive digital map available easier navigation,1,1,1,"{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.4215}",0.0,0.797,0.203,0.4215,0.203,0.0,0.797
118,HistoryHank: The historical markers provide insightful information about the park's background.,historical marker provide insightful information park background,1,0,0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,0.0,0.0,1.0
119,YogaYasmine: The sunset yoga sessions are magical. Highly recommended for relaxation.,sunset yoga session magical highly recommended relaxation,2,3,3,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.6962}",0.0,0.61,0.39,0.6962,0.39,0.0,0.61
120,CommunityCarl: The neighborhood potlucks organized in the park foster strong community bonds.,neighborhood potluck organized park foster strong community bond,1,1,1,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.5106}",0.0,0.769,0.231,0.5106,0.231,0.0,0.769
121,ArtisticArthur: The light installations during evenings create a mesmerizing atmosphere.,light installation evening create mesmerizing atmosphere,3,0,0,"{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.2732}",0.0,0.792,0.208,0.2732,0.208,0.0,0.792
122,PetPeter: More shaded areas for dogs would make our visits even more enjoyable.,shaded area dog would make visit even enjoyable,2,2,2,"{'neg': 0.0, 'neu': 0.79, 'pos': 0.21, 'compound': 0.4927}",0.0,0.79,0.21,0.4927,0.21,0.0,0.79
123,RelaxedRenee: The park's tranquility helps me escape the city's hustle and bustle.,park tranquility help escape city hustle bustle,0,0,0,"{'neg': 0.0, 'neu': 0.559, 'pos': 0.441, 'compound': 0.7269}",0.0,0.559,0.441,0.7269,0.441,0.0,0.559
124,FitnessFaith: The new jogging tracks are perfect for my daily runs. Smooth and scenic.,new jogging track perfect daily run smooth scenic,4,3,3,"{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.5719}",0.0,0.778,0.222,0.5719,0.222,0.0,0.778
125,MusicMolly: The local bands performing in the park add great entertainment value.,local band performing park add great entertainment value,3,3,3,"{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.8519}",0.0,0.492,0.508,0.8519,0.508,0.0,0.492
126,FoodieFiona: The healthy snack stands in the park are a nice touch for health-conscious visitors.,healthy snack stand park nice touch healthconscious visitor,3,0,0,"{'neg': 0.0, 'neu': 0.686, 'pos': 0.314, 'compound': 0.6705}",0.0,0.686,0.314,0.6705,0.314,0.0,0.686
127,TechieTina2: Integrating smart benches with charging ports would enhance the park's functionality.,integrating smart bench charging port would enhance park functionality,0,0,0,"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.4019}",0.0,0.803,0.197,0.4019,0.197,0.0,0.803
128,NatureNora: The eco-tours offered in the park educate visitors about local flora and fauna.,ecotours offered park educate visitor local flora fauna,3,3,3,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,0.0,0.0,1.0
129,SportsSeth: The new tennis courts are in excellent condition. Great for players of all levels.,new tennis court excellent condition great player level,0,3,3,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.8316}",0.0,0.625,0.375,0.8316,0.375,0.0,0.625
130,GreenGrace: The rain gardens help manage stormwater effectively. Impressive eco-friendly design.,rain garden help manage stormwater effectively impressive ecofriendly design,1,3,3,"{'neg': 0.0, 'neu': 0.473, 'pos': 0.527, 'compound': 0.836}",0.0,0.473,0.527,0.836,0.527,0.0,0.473
131,FamilyFrank: The toddler play area is safe and engaging. My little one loves it!,toddler play area safe engaging little one love,1,2,2,"{'neg': 0.0, 'neu': 0.467, 'pos': 0.533, 'compound': 0.8863}",0.0,0.467,0.533,0.8863,0.533,0.0,0.467
132,AdventureAnna: The rock climbing wall adds an adventurous element to the park's activities.,rock climbing wall add adventurous element park activity,2,0,0,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.34}",0.0,0.833,0.167,0.34,0.167,0.0,0.833
133,PeacefulPaula: The meditation gardens provide a peaceful retreat for relaxation and mindfulness.,meditation garden provide peaceful retreat relaxation mindfulness,0,3,3,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.8126}",0.0,0.488,0.512,0.8126,0.512,0.0,0.488
134,CommunityConnor: The park's community board keeps everyone informed about upcoming events and activities.,park community board keep everyone informed upcoming event activity,1,1,1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,0.0,0.0,1.0
135,ArtisticAiden: The live painting sessions are inspiring and engaging for all ages.,live painting session inspiring engaging age,2,3,3,"{'neg': 0.0, 'neu': 0.658, 'pos': 0.342, 'compound': 0.6369}",0.0,0.658,0.342,0.6369,0.342,0.0,0.658
136,TechieToby: The integration of smart lighting enhances safety and ambiance in the evenings.,integration smart lighting enhances safety ambiance evening,3,0,0,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.6705}",0.0,0.667,0.333,0.6705,0.333,0.0,0.667
137,"MusicMandy: The acoustic sessions under the trees create a lovely, intimate setting.",acoustic session tree create lovely intimate setting,2,2,2,"{'neg': 0.0, 'neu': 0.604, 'pos': 0.396, 'compound': 0.7096}",0.0,0.604,0.396,0.7096,0.396,0.0,0.604
138,FitnessFelix: The park's fitness boot camps are challenging and effective. Great for staying in shape.,park fitness boot camp challenging effective great staying shape,2,0,0,"{'neg': 0.0, 'neu': 0.502, 'pos': 0.498, 'compound': 0.872}",0.0,0.502,0.498,0.872,0.498,0.0,0.502
139,PetPaisley: The pet grooming stations would be a useful addition for pet owners.,pet grooming station would useful addition pet owner,2,1,1,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.4404}",0.0,0.791,0.209,0.4404,0.209,0.0,0.791
140,RelaxedRebecca: The hammock zones are perfect for unwinding with a good book.,hammock zone perfect unwinding good book,3,3,3,"{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.765}",0.0,0.577,0.423,0.765,0.423,0.0,0.577
141,FoodieFred: The diverse food options available during events cater to all tastes and preferences.,diverse food option available event cater taste preference,4,2,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,0.0,0.0,1.0
142,TechieTracy: The idea of a park app with real-time event updates is fantastic. Looking forward to it!,idea park app realtime event update fantastic looking forward,1,1,1,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.5983}",0.0,0.794,0.206,0.5983,0.206,0.0,0.794
143,NatureNancy: The bird-watching tours are delightful. Saw so many different species!,birdwatching tour delightful saw many different specie,1,3,3,"{'neg': 0.0, 'neu': 0.71, 'pos': 0.29, 'compound': 0.6239}",0.0,0.71,0.29,0.6239,0.29,0.0,0.71
144,"SportsSophie: The multi-use courts accommodate various sports, making them versatile for all users.",multiuse court accommodate various sport making versatile user,2,2,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,0.0,0.0,1.0
145,GreenGloria: The solar-powered fountains are not only beautiful but also environmentally friendly.,solarpowered fountain beautiful also environmentally friendly,3,2,2,"{'neg': 0.127, 'neu': 0.611, 'pos': 0.263, 'compound': 0.4985}",0.127,0.611,0.263,0.4985,0.2627372627372628,0.12687312687312688,0.6103896103896105
146,FamilyFelix: The interactive playground features keep my kids entertained and engaged for hours.,interactive playground feature keep kid entertained engaged hour,1,1,1,"{'neg': 0.0, 'neu': 0.671, 'pos': 0.329, 'compound': 0.6597}",0.0,0.671,0.329,0.6597,0.329,0.0,0.671
147,AdventureAlyssa: The zip lining through the park is exhilarating. Adds a fun twist to outdoor activities.,zip lining park exhilarating add fun twist outdoor activity,1,0,0,"{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.7184}",0.0,0.684,0.316,0.7184,0.316,0.0,0.684
148,PeacefulPat: The secluded benches by the pond are perfect for quiet contemplation.,secluded bench pond perfect quiet contemplation,3,3,3,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.5719}",0.0,0.748,0.252,0.5719,0.252,0.0,0.748
149,CommunityCameron: The volunteer clean-up days help maintain the park's beauty and foster community spirit.,volunteer cleanup day help maintain park beauty foster community spirit,0,1,1,"{'neg': 0.0, 'neu': 0.573, 'pos': 0.427, 'compound': 0.802}",0.0,0.573,0.427,0.802,0.427,0.0,0.573
150,ArtisticAshley: The seasonal art fairs showcase incredible talent and bring vibrancy to the park.,seasonal art fair showcase incredible talent bring vibrancy park,0,0,0,"{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.4215}",0.0,0.823,0.177,0.4215,0.177,0.0,0.823
151,EcoWarrior: The new park's composting program is fantastic. It's great to see the community getting involved in sustainability.,new park composting program fantastic great see community getting involved sustainability,4,1,1,"{'neg': 0.0, 'neu': 0.675, 'pos': 0.325, 'compound': 0.8271}",0.0,0.675,0.325,0.8271,0.325,0.0,0.675
152,FitnessFan: Love the new jogging trails! They’re well-marked and offer a great view of the skyline.,love new jogging trail theyre wellmarked offer great view skyline,0,3,3,"{'neg': 0.0, 'neu': 0.602, 'pos': 0.398, 'compound': 0.8622}",0.0,0.602,0.398,0.8622,0.398,0.0,0.602
153,"CityDweller: The park is nice, but I wish there were more benches for people to sit and relax.",park nice wish bench people sit relax,4,0,0,"{'neg': 0.0, 'neu': 0.601, 'pos': 0.399, 'compound': 0.8519}",0.0,0.601,0.399,0.8519,0.399,0.0,0.601
154,NatureLover: The bird-watching areas are well-maintained. Saw a rare species today!,birdwatching area wellmaintained saw rare specie today,1,3,3,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,0.0,0.0,1.0
155,TechieTom: It would be awesome if the park had free charging stations for our gadgets.,would awesome park free charging station gadget,2,0,0,"{'neg': 0.0, 'neu': 0.637, 'pos': 0.363, 'compound': 0.8126}",0.0,0.637,0.363,0.8126,0.363,0.0,0.637
156,FamilyFirst: The playground has everything my kids need. Safe and fun!,playground everything kid need safe fun,4,1,1,"{'neg': 0.0, 'neu': 0.581, 'pos': 0.419, 'compound': 0.7574}",0.0,0.581,0.419,0.7574,0.419,0.0,0.581
157,"UrbanPlanner: The layout is efficient, but adding more green spaces within the park would enhance its appeal.",layout efficient adding green space within park would enhance appeal,2,0,0,"{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.2263}",0.0,0.894,0.106,0.2263,0.106,0.0,0.894
158,HappyHiker: Took a lovely hike around the park’s perimeter. The trails are in excellent condition.,took lovely hike around park perimeter trail excellent condition,1,2,2,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.8176}",0.0,0.615,0.385,0.8176,0.385,0.0,0.615
159,ArtLover: The new mural adds so much color and life to the park. Brilliant work by local artists.,new mural add much color life park brilliant work local artist,1,3,3,"{'neg': 0.0, 'neu': 0.817, 'pos': 0.183, 'compound': 0.5859}",0.0,0.817,0.183,0.5859,0.183,0.0,0.817
160,PetOwner: Great to see a water fountain for dogs. Makes our walks much easier.,great see water fountain dog make walk much easier,2,1,1,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.7845}",0.0,0.615,0.385,0.7845,0.385,0.0,0.615
161,SeniorSam: The shaded areas are perfect for seniors to enjoy the outdoors without too much sun.,shaded area perfect senior enjoy outdoors without much sun,2,2,2,"{'neg': 0.0, 'neu': 0.67, 'pos': 0.33, 'compound': 0.7845}",0.0,0.67,0.33,0.7845,0.33,0.0,0.67
162,GreenThumb: The community garden is thriving! It's wonderful to see so many people growing their own vegetables.,community garden thriving wonderful see many people growing vegetable,2,3,3,"{'neg': 0.0, 'neu': 0.716, 'pos': 0.284, 'compound': 0.7145}",0.0,0.716,0.284,0.7145,0.284,0.0,0.716
163,"MusicMike: The live music events are fantastic, but sometimes they go on too late into the night.",live music event fantastic sometimes go late night,2,1,1,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.3182}",0.0,0.874,0.126,0.3182,0.126,0.0,0.874
164,FoodieFrank: The new food stalls offer a great variety of delicious options during park events.,new food stall offer great variety delicious option park event,0,3,3,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.8316}",0.0,0.606,0.394,0.8316,0.394,0.0,0.606
165,"RunnerRick: The running paths are smooth and well-lit, making evening runs enjoyable.",running path smooth welllit making evening run enjoyable,0,2,2,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.4404}",0.0,0.791,0.209,0.4404,0.209,0.0,0.791
166,CyclistMike: Appreciated the addition of bike lanes. It makes cycling in the park much safer.,appreciated addition bike lane make cycling park much safer,4,0,0,"{'neg': 0.0, 'neu': 0.681, 'pos': 0.319, 'compound': 0.7269}",0.0,0.681,0.319,0.7269,0.319,0.0,0.681
167,YogaYvonne: The yoga sessions by the lake are so peaceful. A perfect way to start the day.,yoga session lake peaceful perfect way start day,3,3,3,"{'neg': 0.0, 'neu': 0.634, 'pos': 0.366, 'compound': 0.844}",0.0,0.634,0.366,0.844,0.366,0.0,0.634
168,BookwormBetty: The little library corner is a charming addition. Borrowing books has never been easier!,little library corner charming addition borrowing book never easier,1,3,3,"{'neg': 0.127, 'neu': 0.651, 'pos': 0.222, 'compound': 0.4137}",0.127,0.651,0.222,0.4137,0.222,0.127,0.651
169,CreativeChris: The open-air art studios are inspiring. Love seeing artists at work.,openair art studio inspiring love seeing artist work,1,3,3,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.7906}",0.0,0.588,0.412,0.7906,0.412,0.0,0.588
170,AdventureAlex: The zip line is thrilling! Adds an exciting element to the park's attractions.,zip line thrilling add exciting element park attraction,4,0,0,"{'neg': 0.0, 'neu': 0.539, 'pos': 0.461, 'compound': 0.8553}",0.0,0.539,0.461,0.8553,0.461,0.0,0.539
171,PeacefulPenny: The meditation garden is my favorite spot to unwind and reflect.,meditation garden favorite spot unwind reflect,0,3,3,"{'neg': 0.0, 'neu': 0.786, 'pos': 0.214, 'compound': 0.4588}",0.0,0.786,0.214,0.4588,0.214,0.0,0.786
172,SportsSamantha: The new soccer fields are in great condition. Perfect for local leagues.,new soccer field great condition perfect local league,0,3,3,"{'neg': 0.0, 'neu': 0.585, 'pos': 0.415, 'compound': 0.8316}",0.0,0.585,0.415,0.8316,0.415,0.0,0.585
173,TechGuruTina: Integrating an app with park maps and event schedules would enhance visitor experience.,integrating app park map event schedule would enhance visitor experience,1,0,0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,0.0,0.0,1.0
174,RelaxedRita: Enjoying the hammock areas on lazy afternoons. So relaxing!,enjoying hammock area lazy afternoon relaxing,3,2,2,"{'neg': 0.15, 'neu': 0.42, 'pos': 0.431, 'compound': 0.6893}",0.15,0.42,0.431,0.6893,0.4305694305694306,0.14985014985014986,0.4195804195804196
175,CommunityCindy: The volunteer opportunities at the park help build a strong community spirit.,volunteer opportunity park help build strong community spirit,1,1,1,"{'neg': 0.0, 'neu': 0.437, 'pos': 0.563, 'compound': 0.8519}",0.0,0.437,0.563,0.8519,0.563,0.0,0.437
176,HistoryHelen: The historical markers provide great insights into the park's development over the years.,historical marker provide great insight park development year,1,0,0,"{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.6249}",0.0,0.76,0.24,0.6249,0.24,0.0,0.76
177,SilentObserver: Sometimes the park is too crowded for my liking. I prefer quieter spaces.,sometimes park crowded liking prefer quieter space,1,0,0,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.4019}",0.0,0.816,0.184,0.4019,0.184,0.0,0.816
178,"BudgetWatcher: The park is nice, but I’m concerned about the maintenance costs long-term.",park nice im concerned maintenance cost longterm,0,0,0,"{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0.2263}",0.0,0.863,0.137,0.2263,0.137,0.0,0.863
179,"NightOwl: Evening walks are lovely, but more lighting would make me feel safer.",evening walk lovely lighting would make feel safer,4,0,0,"{'neg': 0.0, 'neu': 0.643, 'pos': 0.357, 'compound': 0.7269}",0.0,0.643,0.357,0.7269,0.357,0.0,0.643
180,PlaygroundPaul: The new slides and swings are fantastic. My kids are thrilled!,new slide swing fantastic kid thrilled,1,1,1,"{'neg': 0.0, 'neu': 0.596, 'pos': 0.404, 'compound': 0.7777}",0.0,0.596,0.404,0.7777,0.404,0.0,0.596
181,PicassoPatti: The outdoor sculpture garden is a wonderful touch. Adds cultural value to the park.,outdoor sculpture garden wonderful touch add cultural value park,3,0,0,"{'neg': 0.0, 'neu': 0.663, 'pos': 0.337, 'compound': 0.7269}",0.0,0.663,0.337,0.7269,0.337,0.0,0.663
182,RunnerRick2: The designated running tracks help keep my workouts organized and efficient.,designated running track help keep workout organized efficient,1,2,2,"{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.6705}",0.0,0.645,0.355,0.6705,0.355,0.0,0.645
183,FamilyGuy45: The family-friendly events keep everyone entertained. Great for weekends!,familyfriendly event keep everyone entertained great weekend,1,3,3,"{'neg': 0.0, 'neu': 0.53, 'pos': 0.47, 'compound': 0.7959}",0.0,0.53,0.47,0.7959,0.47,0.0,0.53
184,DigitalNomad: It would be great to have Wi-Fi zones for those of us who work remotely.,would great wifi zone u work remotely,0,3,3,"{'neg': 0.0, 'neu': 0.785, 'pos': 0.215, 'compound': 0.6249}",0.0,0.785,0.215,0.6249,0.215,0.0,0.785
185,SeniorSam2: The benches are comfortable and strategically placed for maximum enjoyment.,bench comfortable strategically placed maximum enjoyment,0,2,2,"{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.7845}",0.0,0.566,0.434,0.7845,0.434,0.0,0.566
186,LocalLaura2: The information boards are helpful for navigating and learning more about the park.,information board helpful navigating learning park,3,0,0,"{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.4215}",0.0,0.823,0.177,0.4215,0.177,0.0,0.823
187,PlaygroundPaul2: The interactive play areas keep my kids engaged and active.,interactive play area keep kid engaged active,2,2,2,"{'neg': 0.0, 'neu': 0.506, 'pos': 0.494, 'compound': 0.7783}",0.0,0.506,0.494,0.7783,0.494,0.0,0.506
188,CommunityKid50: The park has become the heart of our neighborhood. Everyone loves it!,park become heart neighborhood everyone love,0,0,0,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.6114}",0.0,0.75,0.25,0.6114,0.25,0.0,0.75
189,FoodieFrank2: The variety of food trucks is impressive. Something for every palate!,variety food truck impressive something every palate,0,2,2,"{'neg': 0.0, 'neu': 0.754, 'pos': 0.246, 'compound': 0.5562}",0.0,0.754,0.246,0.5562,0.246,0.0,0.754
190,TechGuruTina2: Adding solar-powered charging stations would make the park more eco-friendly.,adding solarpowered charging station would make park ecofriendly,3,0,0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,0.0,0.0,1.0
191,"MusicMike2: Love the acoustics at the amphitheater, but sometimes the crowd noise is overwhelming.",love acoustic amphitheater sometimes crowd noise overwhelming,1,0,0,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.3818}",0.0,0.833,0.167,0.3818,0.167,0.0,0.833
192,HistoryHelen2: The historical exhibits are informative and add depth to the park experience.,historical exhibit informative add depth park experience,1,0,0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,0.0,0.0,1.0
193,SportySteve2: More sports facilities like tennis courts would be a great addition.,sport facility like tennis court would great addition,3,2,2,"{'neg': 0.0, 'neu': 0.567, 'pos': 0.433, 'compound': 0.7823}",0.0,0.567,0.433,0.7823,0.433,0.0,0.567
194,BookwormBetty2: The book exchange program is fantastic. Encourages reading and community sharing.,book exchange program fantastic encourages reading community sharing,2,1,1,"{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.8519}",0.0,0.492,0.508,0.8519,0.508,0.0,0.492
195,PetFriendlyPam2: More pet waste stations would make the park even more pet-friendly.,pet waste station would make park even petfriendly,0,1,1,"{'neg': 0.219, 'neu': 0.781, 'pos': 0.0, 'compound': -0.4728}",0.219,0.781,0.0,-0.4728,0.0,0.219,0.781
196,EarlyBirdEli2: The sunrise views are breathtaking. Perfect way to start the day.,sunrise view breathtaking perfect way start day,3,3,3,"{'neg': 0.0, 'neu': 0.599, 'pos': 0.401, 'compound': 0.7717}",0.0,0.599,0.401,0.7717,0.401,0.0,0.599
197,"NightStrollNina2: Evening lighting has improved, but a few more lamps would enhance safety.",evening lighting improved lamp would enhance safety,4,0,0,"{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.6956}",0.0,0.635,0.365,0.6956,0.365,0.0,0.635
198,ArtisticAmy2: The rotating art exhibits keep the park fresh and engaging.,rotating art exhibit keep park fresh engaging,4,0,0,"{'neg': 0.0, 'neu': 0.657, 'pos': 0.343, 'compound': 0.5719}",0.0,0.657,0.343,0.5719,0.343,0.0,0.657
199,CommunityChef2: Outdoor cooking classes are a hit! Great way to learn new recipes.,outdoor cooking class hit great way learn new recipe,4,3,3,"{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.6588}",0.0,0.715,0.285,0.6588,0.285,0.0,0.715
200,FitFamFred2: The fitness trails are excellent for family workouts. Encourages healthy living together.,fitness trail excellent family workout encourages healthy living together,1,3,3,"{'neg': 0.0, 'neu': 0.441, 'pos': 0.559, 'compound': 0.886}",0.0,0.441,0.559,0.886,0.559,0.0,0.441
201,UrbanExplorer2: Discovered a hidden pond today. Such a peaceful spot!,discovered hidden pond today peaceful spot,3,3,3,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.5411}",0.0,0.667,0.333,0.5411,0.333,0.0,0.667
202,GreenEnergyGary2: Solar-powered lights are a great eco-friendly feature.,solarpowered light great ecofriendly feature,3,2,2,"{'neg': 0.0, 'neu': 0.594, 'pos': 0.406, 'compound': 0.6249}",0.0,0.594,0.406,0.6249,0.406,0.0,0.594
203,TechSavvySasha2: An app with event notifications would be very useful.,app event notification would useful,1,1,1,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.4927}",0.0,0.738,0.262,0.4927,0.262,0.0,0.738
204,PeacefulPenny2: The serene atmosphere in the meditation zones is unmatched.,serene atmosphere meditation zone unmatched,0,3,3,"{'neg': 0.106, 'neu': 0.65, 'pos': 0.244, 'compound': 0.4019}",0.106,0.65,0.244,0.4019,0.244,0.106,0.65
205,LocalLarry2: Educational tours for schools are a brilliant idea. Engages the youth effectively.,educational tour school brilliant idea engages youth effectively,2,3,3,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.8271}",0.0,0.508,0.492,0.8271,0.492,0.0,0.508
206,ArtisticAva2: Interactive art installations are a fantastic way to involve visitors of all ages.,interactive art installation fantastic way involve visitor age,4,3,3,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.5574}",0.0,0.769,0.231,0.5574,0.231,0.0,0.769
